######################################################################
#
# LoggerIdentifier    : 0000000C
# Comment             : 
# PC Time             : 24 January 2018 , 21:31:27
# Logger Time         : 24 January 2018 , 21:31:37
# StartBatteryVoltage :      2817 mV
# EndBatteryVoltage   :      2777 mV
# TotalSampleCount    :    300668
# ResistanceOffset    :     11910.90559
# ResistanceScale     :     90895.96966
# TemperatureOffset   :         0.0010743547
# TemperatureLinear   :         0.0002113377
# TemperatureCubic    :         0.0000000922
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2017 12 18 15 30 00     7851    16137.743       38.780
2017 12 18 15 32 00     7851    16137.743       38.780
2017 12 18 15 34 00     7851    16137.743       38.780
2017 12 18 15 36 00     7851    16137.743       38.780
2017 12 18 15 38 00     7851    16137.743       38.780
2017 12 18 15 40 00     7851    16137.743       38.780
2017 12 18 15 42 00     7851    16137.743       38.780
2017 12 18 15 44 00     7851    16137.743       38.780
2017 12 18 15 46 00     7851    16137.743       38.780
2017 12 18 15 48 00     7850    16136.782       38.781
2017 12 18 15 50 00     7851    16137.743       38.780
2017 12 18 15 52 00     7851    16137.743       38.780
2017 12 18 15 54 00     7851    16137.743       38.780
2017 12 18 15 56 00     7851    16137.743       38.780
2017 12 18 15 58 00     7851    16137.743       38.780
2017 12 18 16 00 00     7852    16138.705       38.779
2017 12 18 16 02 00     7852    16138.705       38.779
2017 12 18 16 04 00     7851    16137.743       38.780
2017 12 18 16 06 00     7851    16137.743       38.780
2017 12 18 16 08 00     7851    16137.743       38.780
2017 12 18 16 10 00     7852    16138.705       38.779
2017 12 18 16 12 00     7852    16138.705       38.779
2017 12 18 16 14 00     7851    16137.743       38.780
2017 12 18 16 16 00     7851    16137.743       38.780
2017 12 18 16 18 00     7851    16137.743       38.780
2017 12 18 16 20 00     7852    16138.705       38.779
2017 12 18 16 22 00     7852    16138.705       38.779
2017 12 18 16 24 00     7852    16138.705       38.779
2017 12 18 16 26 00     7851    16137.743       38.780
2017 12 18 16 28 00     7851    16137.743       38.780
2017 12 18 16 30 00     7852    16138.705       38.779
2017 12 18 16 32 00     7852    16138.705       38.779
2017 12 18 16 34 00     7852    16138.705       38.779
2017 12 18 16 36 00     7852    16138.705       38.779
2017 12 18 16 38 00     7852    16138.705       38.779
2017 12 18 16 40 00     7852    16138.705       38.779
2017 12 18 16 42 00     7852    16138.705       38.779
2017 12 18 16 44 00     7852    16138.705       38.779
2017 12 18 16 46 00     7851    16137.743       38.780
2017 12 18 16 48 00     7852    16138.705       38.779
2017 12 18 16 50 00     7852    16138.705       38.779
2017 12 18 16 52 00     7852    16138.705       38.779
2017 12 18 16 54 00     7852    16138.705       38.779
2017 12 18 16 56 00     7852    16138.705       38.779
2017 12 18 16 58 00     7852    16138.705       38.779
2017 12 18 17 00 00     7852    16138.705       38.779
2017 12 18 17 02 00     7851    16137.743       38.780
2017 12 18 17 04 00     7852    16138.705       38.779
2017 12 18 17 06 00     7852    16138.705       38.779
2017 12 18 17 08 00     7852    16138.705       38.779
2017 12 18 17 10 00     7852    16138.705       38.779
2017 12 18 17 12 00     7852    16138.705       38.779
2017 12 18 17 14 00     7852    16138.705       38.779
2017 12 18 17 16 00     7852    16138.705       38.779
2017 12 18 17 18 00     7853    16139.666       38.777
2017 12 18 17 20 00     7852    16138.705       38.779
2017 12 18 17 22 00     7852    16138.705       38.779
2017 12 18 17 24 00     7852    16138.705       38.779
2017 12 18 17 26 00     7852    16138.705       38.779
2017 12 18 17 28 00     7853    16139.666       38.777
2017 12 18 17 30 00     7853    16139.666       38.777
2017 12 18 17 32 00     7853    16139.666       38.777
2017 12 18 17 34 00     7853    16139.666       38.777
2017 12 18 17 36 00     7853    16139.666       38.777
2017 12 18 17 38 00     7853    16139.666       38.777
2017 12 18 17 40 00     7853    16139.666       38.777
2017 12 18 17 42 00     7853    16139.666       38.777
2017 12 18 17 44 00     7853    16139.666       38.777
2017 12 18 17 46 00     7852    16138.705       38.779
2017 12 18 17 48 00     7853    16139.666       38.777
2017 12 18 17 50 00     7852    16138.705       38.779
2017 12 18 17 52 00     7853    16139.666       38.777
2017 12 18 17 54 00     7853    16139.666       38.777
2017 12 18 17 56 00     7853    16139.666       38.777
2017 12 18 17 58 00     7853    16139.666       38.777
2017 12 18 18 00 00     7853    16139.666       38.777
2017 12 18 18 02 00     7853    16139.666       38.777
2017 12 18 18 04 00     7853    16139.666       38.777
2017 12 18 18 06 00     7853    16139.666       38.777
2017 12 18 18 08 00     7853    16139.666       38.777
2017 12 18 18 10 00     7853    16139.666       38.777
2017 12 18 18 12 00     7853    16139.666       38.777
2017 12 18 18 14 00     7854    16140.628       38.776
2017 12 18 18 16 00     7854    16140.628       38.776
2017 12 18 18 18 00     7854    16140.628       38.776
2017 12 18 18 20 00     7853    16139.666       38.777
2017 12 18 18 22 00     7853    16139.666       38.777
2017 12 18 18 24 00     7853    16139.666       38.777
2017 12 18 18 26 00     7853    16139.666       38.777
2017 12 18 18 28 00     7854    16140.628       38.776
2017 12 18 18 30 00     7854    16140.628       38.776
2017 12 18 18 32 00     7853    16139.666       38.777
2017 12 18 18 34 00     7854    16140.628       38.776
2017 12 18 18 36 00     7853    16139.666       38.777
2017 12 18 18 38 00     7854    16140.628       38.776
2017 12 18 18 40 00     7853    16139.666       38.777
2017 12 18 18 42 00     7854    16140.628       38.776
2017 12 18 18 44 00     7854    16140.628       38.776
2017 12 18 18 46 00     7854    16140.628       38.776
2017 12 18 18 48 00     7854    16140.628       38.776
2017 12 18 18 50 00     7853    16139.666       38.777
2017 12 18 18 52 00     7854    16140.628       38.776
2017 12 18 18 54 00     7854    16140.628       38.776
2017 12 18 18 56 00     7853    16139.666       38.777
2017 12 18 18 58 00     7854    16140.628       38.776
2017 12 18 19 00 00     7853    16139.666       38.777
2017 12 18 19 02 00     7853    16139.666       38.777
2017 12 18 19 04 00     7854    16140.628       38.776
2017 12 18 19 06 00     7854    16140.628       38.776
2017 12 18 19 08 00     7853    16139.666       38.777
2017 12 18 19 10 00     7854    16140.628       38.776
2017 12 18 19 12 00     7853    16139.666       38.777
2017 12 18 19 14 00     7853    16139.666       38.777
2017 12 18 19 16 00     7854    16140.628       38.776
2017 12 18 19 18 00     7853    16139.666       38.777
2017 12 18 19 20 00     7854    16140.628       38.776
2017 12 18 19 22 00     7853    16139.666       38.777
2017 12 18 19 24 00     7853    16139.666       38.777
2017 12 18 19 26 00     7853    16139.666       38.777
2017 12 18 19 28 00     7853    16139.666       38.777
2017 12 18 19 30 00     7853    16139.666       38.777
2017 12 18 19 32 00     7853    16139.666       38.777
2017 12 18 19 34 00     7853    16139.666       38.777
2017 12 18 19 36 00     7853    16139.666       38.777
2017 12 18 19 38 00     7853    16139.666       38.777
2017 12 18 19 40 00     7853    16139.666       38.777
2017 12 18 19 42 00     7853    16139.666       38.777
2017 12 18 19 44 00     7854    16140.628       38.776
2017 12 18 19 46 00     7853    16139.666       38.777
2017 12 18 19 48 00     7853    16139.666       38.777
2017 12 18 19 50 00     7853    16139.666       38.777
2017 12 18 19 52 00     7853    16139.666       38.777
2017 12 18 19 54 00     7853    16139.666       38.777
2017 12 18 19 56 00     7853    16139.666       38.777
2017 12 18 19 58 00     7852    16138.705       38.779
2017 12 18 20 00 00     7852    16138.705       38.779
2017 12 18 20 02 00     7853    16139.666       38.777
2017 12 18 20 04 00     7853    16139.666       38.777
2017 12 18 20 06 00     7853    16139.666       38.777
2017 12 18 20 08 00     7853    16139.666       38.777
2017 12 18 20 10 00     7853    16139.666       38.777
2017 12 18 20 12 00     7853    16139.666       38.777
2017 12 18 20 14 00     7853    16139.666       38.777
2017 12 18 20 16 00     7852    16138.705       38.779
2017 12 18 20 18 00     7853    16139.666       38.777
2017 12 18 20 20 00     7853    16139.666       38.777
2017 12 18 20 22 00     7853    16139.666       38.777
2017 12 18 20 24 00     7853    16139.666       38.777
2017 12 18 20 26 00     7853    16139.666       38.777
2017 12 18 20 28 00     7853    16139.666       38.777
2017 12 18 20 30 00     7852    16138.705       38.779
2017 12 18 20 32 00     7853    16139.666       38.777
2017 12 18 20 34 00     7853    16139.666       38.777
2017 12 18 20 36 00     7853    16139.666       38.777
2017 12 18 20 38 00     7853    16139.666       38.777
2017 12 18 20 40 00     7853    16139.666       38.777
2017 12 18 20 42 00     7853    16139.666       38.777
2017 12 18 20 44 00     7853    16139.666       38.777
2017 12 18 20 46 00     7852    16138.705       38.779
2017 12 18 20 48 00     7852    16138.705       38.779
2017 12 18 20 50 00     7853    16139.666       38.777
2017 12 18 20 52 00     7853    16139.666       38.777
2017 12 18 20 54 00     7853    16139.666       38.777
2017 12 18 20 56 00     7853    16139.666       38.777
2017 12 18 20 58 00     7852    16138.705       38.779
2017 12 18 21 00 00     7852    16138.705       38.779
2017 12 18 21 02 00     7853    16139.666       38.777
2017 12 18 21 04 00     7853    16139.666       38.777
2017 12 18 21 06 00     7853    16139.666       38.777
2017 12 18 21 08 00     7853    16139.666       38.777
2017 12 18 21 10 00     7853    16139.666       38.777
2017 12 18 21 12 00     7853    16139.666       38.777
2017 12 18 21 14 00     7852    16138.705       38.779
2017 12 18 21 16 00     7852    16138.705       38.779
2017 12 18 21 18 00     7852    16138.705       38.779
2017 12 18 21 20 00     7852    16138.705       38.779
2017 12 18 21 22 00     7853    16139.666       38.777
2017 12 18 21 24 00     7852    16138.705       38.779
2017 12 18 21 26 00     7851    16137.743       38.780
2017 12 18 21 28 00     7852    16138.705       38.779
2017 12 18 21 30 00     7852    16138.705       38.779
2017 12 18 21 32 00     7852    16138.705       38.779
2017 12 18 21 34 00     7851    16137.743       38.780
2017 12 18 21 36 00     7851    16137.743       38.780
2017 12 18 21 38 00     7852    16138.705       38.779
2017 12 18 21 40 00     7851    16137.743       38.780
2017 12 18 21 42 00     7852    16138.705       38.779
2017 12 18 21 44 00     7852    16138.705       38.779
2017 12 18 21 46 00     7852    16138.705       38.779
2017 12 18 21 48 00     7851    16137.743       38.780
2017 12 18 21 50 00     7852    16138.705       38.779
2017 12 18 21 52 00     7851    16137.743       38.780
2017 12 18 21 54 00     7852    16138.705       38.779
2017 12 18 21 56 00     7851    16137.743       38.780
2017 12 18 21 58 00     7851    16137.743       38.780
2017 12 18 22 00 00     7851    16137.743       38.780
2017 12 18 22 02 00     7851    16137.743       38.780
2017 12 18 22 04 00     7851    16137.743       38.780
2017 12 18 22 06 00     7851    16137.743       38.780
2017 12 18 22 08 00     7851    16137.743       38.780
2017 12 18 22 10 00     7851    16137.743       38.780
2017 12 18 22 12 00     7851    16137.743       38.780
2017 12 18 22 14 00     7851    16137.743       38.780
2017 12 18 22 16 00     7851    16137.743       38.780
2017 12 18 22 18 00     7851    16137.743       38.780
2017 12 18 22 20 00     7851    16137.743       38.780
2017 12 18 22 22 00     7851    16137.743       38.780
2017 12 18 22 24 00     7850    16136.782       38.781
2017 12 18 22 26 00     7851    16137.743       38.780
2017 12 18 22 28 00     7851    16137.743       38.780
2017 12 18 22 30 00     7851    16137.743       38.780
2017 12 18 22 32 00     7851    16137.743       38.780
2017 12 18 22 34 00     7851    16137.743       38.780
2017 12 18 22 36 00     7851    16137.743       38.780
2017 12 18 22 38 00     7851    16137.743       38.780
2017 12 18 22 40 00     7851    16137.743       38.780
2017 12 18 22 42 00     7851    16137.743       38.780
2017 12 18 22 44 00     7851    16137.743       38.780
2017 12 18 22 46 00     7851    16137.743       38.780
2017 12 18 22 48 00     7851    16137.743       38.780
2017 12 18 22 50 00     7851    16137.743       38.780
2017 12 18 22 52 00     7851    16137.743       38.780
2017 12 18 22 54 00     7851    16137.743       38.780
2017 12 18 22 56 00     7851    16137.743       38.780
2017 12 18 22 58 00     7851    16137.743       38.780
2017 12 18 23 00 00     7851    16137.743       38.780
2017 12 18 23 02 00     7852    16138.705       38.779
2017 12 18 23 04 00     7851    16137.743       38.780
2017 12 18 23 06 00     7852    16138.705       38.779
2017 12 18 23 08 00     7851    16137.743       38.780
2017 12 18 23 10 00     7852    16138.705       38.779
2017 12 18 23 12 00     7852    16138.705       38.779
2017 12 18 23 14 00     7852    16138.705       38.779
2017 12 18 23 16 00     7852    16138.705       38.779
2017 12 18 23 18 00     7852    16138.705       38.779
2017 12 18 23 20 00     7853    16139.666       38.777
2017 12 18 23 22 00     7852    16138.705       38.779
2017 12 18 23 24 00     7852    16138.705       38.779
2017 12 18 23 26 00     7852    16138.705       38.779
2017 12 18 23 28 00     7852    16138.705       38.779
2017 12 18 23 30 00     7852    16138.705       38.779
2017 12 18 23 32 00     7852    16138.705       38.779
2017 12 18 23 34 00     7852    16138.705       38.779
2017 12 18 23 36 00     7852    16138.705       38.779
2017 12 18 23 38 00     7851    16137.743       38.780
2017 12 18 23 40 00     7853    16139.666       38.777
2017 12 18 23 42 00     7852    16138.705       38.779
2017 12 18 23 44 00     7852    16138.705       38.779
2017 12 18 23 46 00     7852    16138.705       38.779
2017 12 18 23 48 00     7852    16138.705       38.779
2017 12 18 23 50 00     7852    16138.705       38.779
2017 12 18 23 52 00     7852    16138.705       38.779
2017 12 18 23 54 00     7852    16138.705       38.779
2017 12 18 23 56 00     7852    16138.705       38.779
2017 12 18 23 58 00     7853    16139.666       38.777
2017 12 19 00 00 00     7852    16138.705       38.779
2017 12 19 00 02 00     7852    16138.705       38.779
2017 12 19 00 04 00     7852    16138.705       38.779
2017 12 19 00 06 00     7852    16138.705       38.779
2017 12 19 00 08 00     7852    16138.705       38.779
2017 12 19 00 10 00     7852    16138.705       38.779
2017 12 19 00 12 00     7852    16138.705       38.779
2017 12 19 00 14 00     7852    16138.705       38.779
2017 12 19 00 16 00     7853    16139.666       38.777
2017 12 19 00 18 00     7852    16138.705       38.779
2017 12 19 00 20 00     7852    16138.705       38.779
2017 12 19 00 22 00     7852    16138.705       38.779
2017 12 19 00 24 00     7853    16139.666       38.777
2017 12 19 00 26 00     7852    16138.705       38.779
2017 12 19 00 28 00     7852    16138.705       38.779
